line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English,isused
3546, por,53,DISTRANS,CA, Se sentaron a la luz del fuego con la cara iluminada por la risa. Pero a él le cantaba el corazón., There in the gloaming they sat their faces alight with mischief but all the while his heart was singing.,x
3548, para,41, to, PU, En los días siguientes usó picos y palas para comprar la cena de Nochevieja., For the next few days the Little Fellow hustled and shoveled in order to buy that New Year's dinner.,x
3549, por,11,NONE,IS," Falta algo por debajo"" dijo el hombrecillo.", Something must be missing underneath.,x
3550, por,55,DISTRANS,IS, Volvieron a casa abandonando el duro y riguroso Alaska por su dulce tierra para vivir en el lujo y la opulencia., Now they were homeward bound and they were leaving the hardship and toil of Alaska to live in the land of milk and honey. To live laugh and indulge themselves in the lap of luxury.,x
3550, para,73, to, PU, Volvieron a casa abandonando el duro y riguroso Alaska por su dulce tierra para vivir en el lujo y la opulencia., Now they were homeward bound and they were leaving the hardship and toil of Alaska to live in the land of milk and honey. To live laugh and indulge themselves in the lap of luxury.,x
3551, para,59,DISTRANS, PU, Al reportero se le ocurrió vestir al hombrecillo de minero para dar un toque más humano., The reporter thought of a good idea to have the Little Fellow pose in his mining clothes. It would make a human story.,x
3552, por,8, for,IN, Lo tomó por el polizón., And then she mistook him for the stowaway.,x
3553, por,15,of course,ADV, Hubo disculpas por supuesto., Then of course there were apologies.,x
3554, por,41,ERR, IT, He pasado los últimos dos años sin saber por la mañana lo que haría la noche, where I'd end up at night.,x
3555, por,16,ERR, CA, Pero ¿Las cosas por qué fueron como fueron?, go the way they did?,x
3556, por,34,ERR,IT, Así que decidimos vivir separados por un período, to find out what we wanted.,x
3557, para,20,ERR,PU, El termino perfecto para este caso específico., ln his case the term is perfect.,x
3558, por,12, for,PU, Sería mejor por una cuestion de acento, - It'd be good for the accent.,x
3559, por,5,of course,ADV, Pero por supuesto nos lo han dicho desde el principio del año a partir de ahora no la dejes hacer los ejercicios con él a menos que a la siguiente reunión venga tambien el actor, Of course they've already told us. So don't make her do her homework with him unless you want the three of us here: Me you and the actor.,x
3560, por,21, to, , Yo preferiria verles por separado la próxima vez porque hay otros padres esperando para hablar conmigo ...., It's best if I see you separately at the next meeting okay? I have other parents to see now... Sorry.,
3560, para,25, to, PU, Yo preferiria verles por separado la próxima vez porque hay otros padres esperando para hablar conmigo ...., It's best if I see you separately at the next meeting okay? I have other parents to see now... Sorry.,
3561, por,42, ?, POR FAVOR, Paulo mantener la calma y No te preocupes por favor, Paolo calm down and don't worry.,
3562, para,10, to,TD, Vine aquí para unos pocos meses y ya llevo tres años, It was supposed to be temporary but I've been here 3 years.,
3563, por,37, for, , Marco te garantizo que estoy pagando por todos los errores que he cometido perdon, I assure you I'm paying for all the mistakes I made. Sorry.,
3565, por,76, to, , Veo lo que la cogida es el mundo con captura la depresión y quieres matarme por lo que el médico antes de suicidarse le dan pastillas para no verlos .... y ver la cosas como la mayoría de la gente, I see how awful the world is I get depressed and want to die. So doctors give you medication that numbs your sight and makes you see reality as others see it. You're the ones with the problem not me.,
3565, para,132, to, PU, Veo lo que la cogida es el mundo con captura la depresión y quieres matarme por lo que el médico antes de suicidarse le dan pastillas para no verlos .... y ver la cosas como la mayoría de la gente, I see how awful the world is I get depressed and want to die. So doctors give you medication that numbs your sight and makes you see reality as others see it. You're the ones with the problem not me.,
3566, para,18,DISTRANS, PU, ¿Me pueden ayudar para volver al trabajo?, Could you help me work with you again?,x
3567, para,43,ERR, PU, Mire si usted no encuentra tienes el valor para decirle ..., - If you won't tell him...,x
3568, por,21,ERR, POR FAVOR, de hecho ven conmigo por favor, - Then come with me.,x
3569, para,14,ERR,PU, dar un tiempo para posponer, You've put this off for a year.,x
3570, para,42, to,PE, La verdad es que hay Estoy muy importante para usted, The truth is that I'm not important to you!,x
3571, para,12, for,PE, no es fácil para mí dejarse en manos de una nueva relación en realidad tiene razón para mí ser el hombre equivocado, Anna... it's tough for me to get into the swing of a new relationship. You're right when you say you're the wrong man for me.,x
3572, por,32, ?, , sí no no eres va a salir ya sea por las balas porque el mal está?, Yes. No like hell you're going out tonight. What's the problem?,
3573, para,13, to, PU, Voy a ir hoy para ir a cenar?, - And tonight too. Let's go out to dinner. I'm ready.,x
3574, por,38, ?, , Estoy listo cerca de la mesa e ir ven por mí un minuto para estar aquí, I'll book and we'll go. I'm being picked up in a few minutes.,
3574, para,53, ?, PU, Estoy listo cerca de la mesa e ir ven por mí un minuto para estar aquí, I'll book and we'll go. I'm being picked up in a few minutes.,
3575, por,13,ERR,CA, No voy mucho por hacer, I don't want you to go out tonight.,x
3576, por,88,DISTRANS, IT, cambiar psicólogo encontrar una mejor puede hacer que me quede embarazada me voy mañana por la mañana, Change your shrink. Find a good one! If he could get me pregnant I'd find him tomorrow!,x
3577, por,6,ERR, CA, si no por qué preguntar si hay?, - Of course I do!,x
3578, por,6, for,IT, bajar por un momento, I'm going downstairs for a sec.,x
3579, para,21, for,?, Me encanta su triste para usted, I love her. I feel bad for you.,
3580, por,15,about,TO, nunca pregunta por mí?, Does he ever ask about me?,x
3581, por,11,ERR,IT, ¿Qué hacer por la vida, - What do you do?,x
3582, para,73,DISTRANS, PU, Definitivamente quiero escuchar venir a mi país es el hogar y el estudio para venir a mostrar lo que hago, - I'd really like to hear them. Come and visit me in the country I've got a fab house. It's a house-studio.,x
3583, para,17,ERR, PU, Yo mismo escribo para llegar a Moderador!, Give it to us too we'll come as a group.,x
3584, por,11,at least,ADV, Yo también por lo menos voy a deshacerse de todos los, At least we're not throwing it all away.,x
3585, para,28, ?, PU, Yo soy bueno primero podría para llamar a paliomalaka, I'm fine. You should've called first you dickhead.,
3586, por,7, ?, IT, Mañana por la mañana el instalaciones fuera de la escuela, Tomorrow morning at the café after you've dropped him at school.,
3587, para,59, ?,PU, Y viendo las malas bacterias .... y las defensas naturales para protegernos ...., So... we see the bad bacteria... that enter our bodies and our natural defenses... that protect us.,
3588, por,8, for, CA, Gracias por venir, Thanks for coming.,
3589, por,8, for, CA, Gracias por venir, Thanks again for coming.,
3590, para,5, ?,PU, Mira para descansar, Try and get some rest.,
3591, por,8, for, CA, gracias por venir, Thanks for coming.,
3592, para,32, for, PU, La cuestión es qué que es mejor para el niño y?, We just need to work out what's best for him. - And so?,
3593, para,14, for, PU, Haré lo mejor para él y no a buscar me voy a, - I'll do what's best for him. - Don't call me I'll call you. - You're leaving already?,
3594, por,8, ?, , e no es por lo que si no quieres no sabría que se somos un equipo recuerde, You and I are a team remember that.,
3595, para,26, ?, PU, muy bonito pintar mi amor para hablar un poco con la mamá?, Yes it's very good. Honey you're good at drawing. - Hi.,
3596, para,35, to, PU, No digas estupideces hará una cita para ver oncólogo en el Gemelli (hospital de Roma), - Don't talk nonsense. I'm trying to get an appointment with an oncologist.,
3597, por,5,ERR,AMBIG, paga por la carga, - I re-charged it. - Where?,x
3598, para,18, from, PU, no no aquí 3 días para ir en busca o ninguna respuesta a mi, - I haven't heard from him in days. - He won't answer my calls either.,
3599, por,31,ERR, POR FAVOR, si lo ves le dirá que al mirar por favor?, If you see him tell him I called. - Did you speak to Matteo?,x
3600, por,43, ?, , ¡ay! pocas veces se errores de diagnóstico por los médicos?, - Doctors get it wrong all the time!,
3601, para,62, ?, PU, .. No quiero acabar como broma y vuelve a caer en las plantas para volver al en realidad se siente mejor, You're stressed. - I can still work. - This can't happen again.,
3602, para,50, to, PU, Se puede vivir una vida normal sólo hay que saber para cuidar de sí mismo, You can have a normal life. You just need to learn to look after yourself.,x
3603, para,21,DISTRANS, PU, Soy una hora y media para ir Mateo para salir de la escuela, Listen I have to pick Matteo up from school in an hour. Why not get washed and come with me?,x
3604, por,8, for, CA, Gracias por todo lo que haces por mí aunque yo no sé por qué haces lo que haces, Thanks for everything you do for me. Even if I don't understand why you do it.,x
3604, por,,why, CA, Gracias por todo lo que haces por mí aunque yo no sé por qué haces lo que haces, Thanks for everything you do for me. Even if I don't understand why you do it.,x
3605, para,67, to, PU, Perdimos mucho tiempo en las situaciones mal y tuvo que venir aquí para decirme eso?, We wasted too much time doing the wrong things. - You came here to tell me this? - Yes that too.,x
3606, para,26,to, PU, tal vez hizo lo que debía para salvar a nuestra familia usted fue el que le dijo a todo el tiempo que nuestra boda fue el que la prisión mierda y cuando se concibe Al considerar la queratosis?, Maybe we could have done more to save our family. You always said our marriage was a prison for you. - It's bullshit.,x
3607, para,15,ERR, PU, Me las arreglé para olvidar pero no me, - Well I got over you. - I didn't.,x
3608, para,3, to, PU, PA para decir lo que es bueno?, - That's a lot compared to you.,
3609, por,40, ?, , no me juego santo y con queratosis sólo por venganza sino para y destruyó todo esto y dices que me amas?, - To make you pay. You ruined everything out of revenge. - I loved you more than anything.,
3609, para,56, ?,?, no me juego santo y con queratosis sólo por venganza sino para y destruyó todo esto y dices que me amas?, - To make you pay. You ruined everything out of revenge. - I loved you more than anything.,
3610, para,9, ?, PU, I y cómo para destruir todo?, - Why did you come? - I don't know.,
3611, por,36,please, POR FAVOR, fuera de aquí les digo vamos a ir s por favor ayúdame, Let's go Paolo. Paolo please. Help me.,x
3612, por,45,please, POR FAVOR, Tengo muchos deseos de verlo durante 2 horas por favor, I just want to see him for 2 hours please. Okay I'll try.,x
3613, por,6, ?, , Ven a por él en un domingo y para volver a los seis ver estas fotos una pequeña fracción de los perdidos nunca se puede compensar y esperamos no perder porque quiero, Pick him up on Sunday at 1:00 and bring him back by 6:00. Look at these photos it's a small part of what you missed and will never get back. Don't lose them they're precious.,
3613, para,27, by, PU, Ven a por él en un domingo y para volver a los seis ver estas fotos una pequeña fracción de los perdidos nunca se puede compensar y esperamos no perder porque quiero, Pick him up on Sunday at 1:00 and bring him back by 6:00. Look at these photos it's a small part of what you missed and will never get back. Don't lose them they're precious.,
3614, por,3,of course,ADV, Sí por supuesto importante es mi amor peor para excluir la, Of course. Well the worst case scenario has been eliminated. What's wrong with my red blood cells?,x
3614, para,39,ERR, PU, Sí por supuesto importante es mi amor peor para excluir la, Of course. Well the worst case scenario has been eliminated. What's wrong with my red blood cells?,x
3615, por,23, for,CA, Quiero pedir disculpas por forma en que llevó a cabo el otro día, I wanted to apologize for yesterday.,x
3616, por,66,why, CA, nada ... quería preguntar si voy a ir que el niño de la escuela y por qué cuando se habla con él como el pollo?, - Nothing... Just to know if I was picking Sveva up. Why are you always so meek when you talk to her?,x
3617, para,39, to,PU, Sin embargo no se comportan lejos como para separar, You don't act like you're about to get divorced.,
3618, para,18, ?,?, Brad no se queman para mí, - What do you want?,
3619, por,80, to, , Quiero saber lo que ha hecho más Esta disparatada y eres tan fue la mujer más importante de mi vida y será por siempre siempre será!, What did that bitch do to make you so strung out? She was the most important woman in my life and always will be. And she always will be...,
3620, para,2,ERR,ERROR, I para caminar, - Me too. I'll see you out.,x
3621, por,44,on, ME, Estoy muy satisfecho con lo que me dijo hoy por teléfono por lo que está bien y, What you said on the phone made me very happy. - Take care. - You too.,x
3622, para,3,DISTRANS,PU, TV para ver, Let's watch TV then.,x
3623, para,7,ERR,PU, Me voy para una despedida, I'm going. I'll see you out.,x
3624, por,16, for,IT, que Estoy feliz por años y que las cosas cambian, We've been happy for years. Things change.,x
3625, por,43, because,CA, tratar de mantener la calma Te voy a matar por lo que dices han entendido que te amo?, Let's try to stay calm. There are two solutions: Either I kill you because of what you said or we stop this immediately okay?,x
3626, por,22,DISTRANS,CA, No digas tonterías no Por lo tanto no es tan para pedir el aplazamiento el cambio de aire volver a empezar desde cero, - Bullshit that's not true. I'll ask for a transfer we'll move to London. - We'll start over again.,x
3626, para,43,DISTRANS, PU, No digas tonterías no Por lo tanto no es tan para pedir el aplazamiento el cambio de aire volver a empezar desde cero, - Bullshit that's not true. I'll ask for a transfer we'll move to London. - We'll start over again.,x
3627, por,37, for,CA, Quiero Te quiero te quiero lo siento por el mal que lo hace espera espera, I want you. I want you. Forgive me for hurting you.,x
3628, para,26,ERR, PU, La prostituta que se casó para dejar de fumar encontrado otro, - That whore I married. She's with someone else.,x
3629, para,10,for,RE, Hice todo para ella ¡todo!,"I did everything for her, everything!",x
3631, para,35, to,PU, lo siento pero yo tengo que hablar para que vayas con alguien más, - We need to talk. - About what? - About you seeing someone else.,x
3632, para,13, ?,AMBIG, la izquierda para ir, - Let her go.,x
3633, para,76, to, PU, Mira a dormir y tú y mañana salir de lo contrario no será delito suficiente para salir de esta sigue siendo mi casa fuera!, - What did you give him? - You sleep too then go. - Or this'll end in tears!,
3634, para,19, to, PU, convencer a Marcos para dar dinero y Vas a cultivar café en Brasil, If Marco came too and gave us some money we could grow coffee in Brazil.,
3635, para,53, ?, PU, más inocente que con la depresión crónica y la culpa para el padre muerto tranquilo para que mi padre en sus manos tranquilamente, Better naive than depressed guilt tripping about deceiving your dead dad. - Leave my dad out of it! - Stay away!,
3636, para,66, ?, PU, Voy a dejar el último de los otros sin su cara y sus obligaciones para ir y saludos, I'm leaving anyway. To hell with you and your guilt trips. - Good riddance!,
3637, por,35, ?, , No puedo entender cómo lo hizo ... por un momento me sentí como en primer lugar., - I don't knowwhat happened. Maybe it was out of despair and facing my failures every day.,
3638, por,52, to, , Lost todos los malos momentos el divorcio todos los por 3 minutos sentí que estaba con hombre que siempre amó, For a moment it was like there was no betrayal or divorce. It all disappeared. For an instant I felt like I was with the man I've always loved and with whom I'd decided to have a family.,
3639, para,31, to, PU, que ganas de ir a la Zoológico para ver los animales?, Want to go to the zoo to see some animals?,
3640, por,6, to,TO, razón por la cual usted debe hablar?, - What do you need to talk about?,x
3641, por,79, to, , Tengo tantas mentiras que siempre estuviste ahí para mí ..... no re-inventarse por último, I'd remember all the lies you told me each time we made love. The anger I'd feel would just make me want to hurt you. You'd feel the same we'd be back at square one.,
3641, para,48, to, PU, Tengo tantas mentiras que siempre estuviste ahí para mí ..... no re-inventarse por último, I'd remember all the lies you told me each time we made love. The anger I'd feel would just make me want to hurt you. You'd feel the same we'd be back at square one.,
3642, para,62, for, PU, de lo contrario sería con nuestra hija mientras estamos acera para compartir nuestros vicios errores pagados, No you'd be at home with me and your daughter! Instead we're here on the pavement spitting venom at each other. You have to pay for your mistakes.,
3643, por,55, ?, , Yo estaba muy Descontento con su madre muy avergonzado por lo que hago, I'm really ashamed of what I did.,
3644, para,36, to, PU, y entonces ¿por qué que necesitamos para amar?, Why do we feel the need to love?,
3645, para,70,DISTRANS, PU, En particular me duele cuando alguien te ama sin condiciones al menos para obtener ayuda otra vez la confianza en ti mismo de lo que más lo necesita?, And you don't suffer. you regain your self-confidence. What else do we need?,x
3646, para,28, by, PU, La explicación más probable para la Mi punto es que las expresiones de ansiedad sólo el estrés?, It was all probably caused by excessive stress. - Just stress?,
3647, por,44, ?, , probable es decir no hay explicación médica por lo que pasó?, - Probably. There's no medical explanation?,
3648, por,15, to, , Así es la vida por lo que hay que ver, That's life we have to accept it.,
3650, para,42, for, PU, Ahora se cree que la mujer ramera mi vida para dejar de fumar para alguien más, Now the bitch has left me for someone else.,
3651, para,48, to, PU, Ahora que sabes todo lo que me dicen ¿Qué hacer para volver ¿de acuerdo?, What should I do? You have the answers and my money. What must I do to get her back?,
3652, por,15, to, CA, quiero decirte por qué estoy tan enojado?, Want to knowwhy I'm so cross?,
3653, por,2,DISTRANS,ADV, y por supuesto hace 6 meses descubrí que la esposa me hace la vida doble, Sure. 6 months ago I found out my husband had another life:,x
3654, para,60,DISTRANS,PU, en realidad había dos familias una en París diciendo que va para los negocios y una en Roma conmigo, - He had 2 families. - One in Paris where he worked. And one in Rome with me.,x
3655, para,23, for,PE, cree que este es mejor para él, We thought that would be best for him.,x
3656, por,6,of course,ADV, Sí sí por supuesto, Yes... of course.,x
3657, por,10,NONE,IT, Nos vimos por primera vez en la Universidad y una vez que estén establecidos entendida inmediatamente que haría su madre y por separado ¿por qué?, The first time we met was at university. When we met and shook hands I knew she'd be your mom.,x
3658, por,19,DISTRANS,CA, Nos vemos el lunes por los resultados, I'll have the results on Monday.,x
3660, por,30,ERR, IT, Nunca sabré cómo se despierta por la mañana si bien estoy en el cielo pero cuando usted se cae a tirarme, Your moods change all the time. When you're happy I'm in heaven but when you're down I get down.,x
3661, por,63,ERR, POR FAVOR, estás loco hable más despacio esto es lo que dicen Me temo que por favor vaya a, - You're nuts don't shout. You're doing exactly what I was afraid you'd do! - Get out.,x
3662, por,11,please, POR FAVOR, Yo me vaya por favor!, Please get out!,x
3663, por,26, ?, , Puedes pensar en algo hoy porque ..... no hay vuelta atrás por lo que sólo, Listen I've been thinking. Why don't you come back? Just come back.,
3664, por,3,please, POR FAVOR, Ir por favor dormir buenas noches, Please go to sleep. Goodnight.,x
3665, por,9,ERR, POR FAVOR, sí estoy por favor espere, - Here I am sorry for the wait. - No problem.,x
3666, para,50,ERR, PU, Pon tu pie aquí agarrar con ambas manos y subir y para empujar?, - Put your foot in the stirrup. - Hold the saddle and pull up. - Then pull up.,x
3667, por,7,DISTRANS,TO, Perdón por El otro día yo estaba demasiado, - I'm sorry I overreacted last night.,x
3668, para,21,DISTRANS, PU, ¿Te ha replanteado y para entrar a vivir conmigo?, To tell me I can live with you now?,x
3669, por,11,ERR, POR FAVOR, Respóndeme por favor ¿Estás listo para vivir conmigo?, - Are you ready to live with me?,x
3669, para,32, to, PU, Respóndeme por favor ¿Estás listo para vivir conmigo?, - Are you ready to live with me?,x
3670, por,9,why, CA, no ... y por qué chico me todos estos meses?, No... Why have we been together all this time?,x
3671, por,0, ?, , porque Te amo y esperaba que yo pudiera puede ayudar a cuando estabas conmigo por piedad no por lo que es lo que digo, Because I love you. I was hoping I'd help you. - So it was out of pity!,
3672, por,26, that, , Adriano tuvo que entender por lo que fue se dio cuenta de lo egoísta y que sería inútil no retomar teléfono Entender?, Adriano knew the score when he left. He realized you're an egoist and that you're no good! Don't call me again got that?,
3674, para,15, to, PU, No estoy listo para tener un hijo, I'm not ready to have a kid.,x
3675, para,23,DISTRANS, PU, He esperado siete años para hacer del niño chestika para usted no, - I've wanted a kid for 7 years. - I don't give a damn!,x
3677, para,37, for,PE, exactamente no son más que pesadilla para mí no es así, - You're right. This is a nightmare for me. Not for you for me.,x
3678, por,15,DISTRANS, POR FAVOR, Soy como cavar por favor hágamelo sólo a mí déjame pensar, I am what I fucking am! Sorry. I need to be alone to think.,x
3680, por,2,of course,ADV, y por supuesto, - Of course.,x
3681, para,13, ?, PU, no fue fácil para mí suelta de este hombre para entender cómo situación nos lleva a todos ahora?, He's not the man I'll grow old with but I did love him. Breaking up with him wasn't easy. You realize the mess we're in?,
3682, para,16, ?, PU, Física sentarse para ayudarle en lugar de gestionar, Of course. Let me help you. I can manage.,
3683, por,17,please, POR FAVOR, dime lo que pasó por favor?, Please tell me what happened.,x
3684, por,18, ?, , Paolo renunció Es por eso que perdimos el juego, Paolo gave up that's when he started losing.,
3685, por,28, ?, , o tal vez todos estábamos y por esta razón tuvo la suerte que todavía estaban vivos, in his place  or maybe all of us. That's why we felt lucky. We were still alive.,
3686, para,10, ?, PU, de espera para el bebé quiero decir espera bebé, I'm pregnant. It's true I'm pregnant.,
3687, para,32, to, PU, llegará muy lejos en ginecólogo para resolver el problema, I'm going to the doctor today to sort it out.,
3689, por,8, for, , Me odio por todos los mal que me sigue no, I hate you for all the pain you're still causing me.,
3691, para,43, to, PU, Esta edición combina trozos de ocho copias para presentar la más completa reconstrucción posible., This edition combines portions of eight prints to present the most complete reconstruction believed possible.,
3692, por,9, ?, , Adaptado por Watterson R. Rothacker, By arrangement with Watterson R. Rothacker,
3694, por,6, ?, CA, ¿Pero por qué no puedes amarme Gladys?, But why can't you love me Gladys?,
3695, por,88, for, , Quiero su asesoramiento legal. El Profesor Challenger amenaza con demandar al periódico por dudar sobre su historia de dinosaurios vivos., Profesor Challenger threatens to sue my paper... for doubting his yarn about live dinosaurs.,
3696, para,19, for, PU, Desafortunadamente para la reputación del profesor y su veracidad se niega a dar la situación exacta de sus alegados descubrimientos y para mayor desgracia las fotografías en su poder están muy dañadas (ya que el profesor dice que su canoa volcó) para que puedan ser aceptadas como evidencia en este caso., Unfortunately for the professor's reputation for veracity he refuses to give the exact location of his alleged discoveries and still more unfortunately the photographs in his possession are so badly damaged... (when the Professor's canoe is said to have been overturned) ...that they certainly cannot be acepted as evidence in this case.,
3697, por,20, to, , ¡Parece muy ansioso por perder la vida!, You seem very anxious to lose your life!,
3698, para,10, to, PU, Está aquí para verificar si la historia de Challenger es un camelo., He's here to check up on Challenger's cock-and-bull story.,
3699, para,30, for, PU, - los estudiantes están fuera para soliviantar con preguntas molestas al viejo Challenger., - the students are out in force to heckle old Challenger.,
3700, para,80, to, PU, - Si cualquiera de ustedes gusanos invertebrados son lo bastante valientes como para adentrarse conmigo en las impenetrables selvas donde viven estos monstruos!, I will - if any of you spineless worms are brave enough to go back with me into the trackless jungles where these monsters live!,
3701, para,27, for, PU, Y no estoy aquí esta noche para defender mis declaraciones - sino para exigir que se cree un comité para regresar conmigo al Mundo Perdido -, And I'm not here tonight to defend my statements - but to demand that a committee be formed to go back to the Lost World with me -,
3702, por,59, for, , Voluntarios para enfrentarse a la muerte - o a algo peor - por la causa de la ciencia., Volunteers to face death - or worse - for the sake of science.,
3702, para,12, for, PU, Voluntarios para enfrentarse a la muerte - o a algo peor - por la causa de la ciencia., Volunteers to face death - or worse - for the sake of science.,
3703, por,40, ?, , Lléveme a casa - ¡Ya he tenido bastante por hoy!, Take me home - I've had enough of this!,
3705, por,13, to, CA, Ella le dirá por qué vino a mí., She will tell you why she came to me.,
3707, por,140, for, , Mi marido prometió recabar fondos para una expedición de rescate - pero en lugar de conseguir que las personas le ayuden ¡los golpea y tira por la ventana!, My husband promised to raise funds for a rescue party - but instead of getting people to help him he throws them out of windows and things!,
3707, para,34, for, PU, Mi marido prometió recabar fondos para una expedición de rescate - pero en lugar de conseguir que las personas le ayuden ¡los golpea y tira por la ventana!, My husband promised to raise funds for a rescue party - but instead of getting people to help him he throws them out of windows and things!,
3708, por,25, ?, CA, Estoy seguro de que sabe por qué voy en esta expedición de rescate Paula - ¿Lo niega?, I'm sure you know why I am going on this rescue party Paula - don't you?,
3710, por,58, that, , Finalmente nos encontramos en esa tierra de nadie formada por las indefinidas fronteras entre Perú Brasil y Colombia., Eventually we found ourselves in that no-man's-land which is formed by the half-defined frontiers between Peru Brazil and Colombia.,
3711, para,23, to,PE, - ¡será mucho más útil para nosotros que usted mi querido señor!, - he will be far more use to us than you my dear sir!,
3712, por,145, to, IS, Chalenger nos ha guiado a este lugar y demostrado que la Meseta es real - pero no tenemos ninguna razón para creer que existan monstruos vagando por aquí., Challenger has guided us to this spot and proven that the Plateau is a fact - ...but we have no reason to believe that any monsters are roaming about up there.,
3712, para,104, to, PU, Chalenger nos ha guiado a este lugar y demostrado que la Meseta es real - pero no tenemos ninguna razón para creer que existan monstruos vagando por aquí., Challenger has guided us to this spot and proven that the Plateau is a fact - ...but we have no reason to believe that any monsters are roaming about up there.,
3713, para,66, ?, PU, Paula dice que su padre tumbó uno de los árboles en ese montículo para que cayera sobre la quebrada y formara un puente., Paula says her father felled one of the trees on that pinnacle so that it dropped across the chasm and made a bridge.,
3714, para,10, ?, PU, ¡Mi fusil para cazar elefantes parece un rifle de perdigones!, My elephant gun might as well be a bean-shooter!,
3715, para,84, to, PU, Jocko está muy solo aquí abajo sin la Srta. Paula - él subió a esa roca esta mañana para estar con ella; ¡no puede estar sin esa muchacha!, Jocko will be mighty lonesome down here without Miss. Paula - he climbed that big rock this morning to get to her - he can't bear that girl out of his sight!,
3716, para,126, for, PU, Debemos establecer el campamento aquí - nuestro único refugio contra estos monstruos - si sobrevivimos tendremos mucho tiempo para buscar a su padre., We must establish camp here - our only refuge from these monsters - ...if we'll live long enough to search for your father.,
3717, por,122, ?, , Cuando suelte el árbol retrocederá con fuerza terrorífica - y calculando el arco que la piedra describirá cuando se mueva por el aire -, When I release the tree it will snap back with terrific force - ...and by calculating the curve the rock will describe as it rushes through the air-,
3718, por,75, to, IT, Trabajaremos toda la noche y haremos bastante escala para llegar a ustedes por la mañana., We'll work all night and make enough ladder to get you in the morning.,
3718, para,53, to, PU, Trabajaremos toda la noche y haremos bastante escala para llegar a ustedes por la mañana., We'll work all night and make enough ladder to get you in the morning.,
3719, para,24, to, PU, Traiga a la Srta. Paula para llamar a Jocko - ¡Él subirá donde sea para llegar a ella!, Bring Miss Paula to call Jocko - he'll climb anything to get to her!,
3720, por,7, to, , Vaya a por los profesores - tengo algo que - decirle a Paula., Go hunt up the professors - I have something to - tell Paula-,
3721, para,30, to, PU, Si vuelven debemos estar aquí para enseñarles el camino al túnel de salida., If they get back we must be here to show them the way to the tunnel opening.,
3722, por,31, to, , Daría toda mi fortuna personal por enviar esa bestia a Londres - ¡viva!, I'd give my entrie personal fortune to get that beast to London - alive!,
3723, por,13, for, , Yo enviaré a por hombres para dragar este arroyo - construir una jaula de acero y una balsa - y con las grandes lluvias del próximo mes ! Enviaremos fuera a su 'ratón' flotando!," I'll send for men to dredge out this stream - built a steel cage and a raft - ...and when the big rains come next month we might float your ""rat"" out!",
3723, para,23, for, PU, Yo enviaré a por hombres para dragar este arroyo - construir una jaula de acero y una balsa - y con las grandes lluvias del próximo mes ! Enviaremos fuera a su 'ratón' flotando!," I'll send for men to dredge out this stream - built a steel cage and a raft - ...and when the big rains come next month we might float your ""rat"" out!",
3724, por,32, ?, , Cuando sacábamos fuera la jaula por encima del muelle los cables se rompieron-, As we swung the cage out over the dock the cables broke-,
3725, por,25, for, , Y como hiciste todo esto por mí espero que me perdonarás - por no esperarte., And as you really owe it all to me I hope you'll forgive me - for not waiting.,
3726, para,82, per, PU," Pero me pregunto ¿que fantástica proeza qué hecho heroico realizó el Sr. Potts ""- para conquistarla Gladys?", May I ask what great stunt what heroic deed Mr. Potts performed - ...to win you Gladys?,
3727, por,90, to, , La restauración de este filme se efectuó a partir de un negativo en blanco y negro cedido por CNC a Pathé y de una copia en color de 1925 perteneciente a la Cinémathèque de Tolosa., The restoration of this film was made from a black and white negative obtained by Pathe from CNC and a 1925 colour copy belonging to Cinematheque de Tolosa.,
3728, por,75, to, , Se encontró una bobina de intertítulos completada gracias al guión anotado por Henri Fescourt y conservado en la Biblioteque, A reel of intertitles has been found completed thanks to the script annotated by Henri Fescourt and preserved in the French National Library.,
3729, por,142,completely,ADV," ¿No hay en cada alma humana una primera chispa un elemento divino que el bien pueda desarrollar e irradiar y que el mal nunca pueda extinguir por completo?"" -", Is there not in every human soul a first spark a divine element so that good can develop and radiate and evil can never completely extinguish? ,x
3730, por,43, ?, , El papel de Jean Valjean está interpretado por monsieur Gabriel Gabrio., The role of Jean Valjean is interpreted by Mr Gabriel Gabrio,
3731, por,38, ?, , El papel de Fantine está interpretado por mademoiselle Sandra Milowanoff., Fantine's role is interpreted by Sandra Milowanoff,
3732, por,37, ?, , El papel de Javert está interpretado por monsieur Jean Toulout., Javert's role is interpreted by Jean Toulout,
3733, para,45, for, PU, Se despoja de sus bienes y va a las montañas para visitar a los desgraciados., He divests himself for the poor. He goes to the mountains to visit the unfortunate.,
3734, por,33, for, , Diecinueve años en prisión cinco por robo con fractura y catorce por haber tratado de evadirse cuatro veces. Hombre muy peligroso., 19 years in prison 5 years for breaking entering and stealing 14 years for 4 attempted escapes A very dangerous man.,
3735, por,8, ?, , Él vaga por las calles., He's lurking about the streets...,
3736, para,17, to, PU, ¡Pido un establo para dormir!, I need a stable to sleep in.,
3737, por,20, ?, , Encendéis las velas por mí., You are a good man...,
3738, por,18, ?, , Robo con fractura por la noche en una casa habitada., Breaking entering and stealing from an inhabited house.,
3739, para,86, to, PU, Fantine abandonada aislada en París decide volver a Montreuil-sur Mer su pueblo natal para trabajar., Fantine abandoned and alone in ParÃ­s decides to return to her home town to work.,
