line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English
4554, para,88, ?, PU, Desde la mañana siguiente la emperatriz Catalina se instala en su castilllo de Peterhof para atender a Casanova., - Where is your charming wife?
4567, para,11, ?, PU, El secreto para conseguir una medalla como ésta.... ...son los libros. no el deporte., Young man it's time you graduated.
4574, para,46, ?, PU, Aquí tiene la lista de los chicos disponibles para el equipo de remo., You have been a miserable failure in all your studies and I know the reason why.
4575, para,32, ?, PU, Dale esto y despertará a tiempo para ver la temporada de fútbol., It's the Dean's orders.
4577, para,24, to, PU, El equipo rival está preparado para la carrera más importante del año., I'm going to stay here until we are discovered   - then you might change your mind about marrying me.
4582, para,24, ?, PU, Esto lo has hecho tú... para que te dejaran libre la plaza., The boy is with Auguste ... I wasn't pressured.
4587, para,63, ?, PU, - Y usted señorito cuidado no se asome por la ventana en el tren para no coger frío., TWO DAYS
4591, para,15, ?, PU, ¡Se quedó aquí para espiar!, Instructions attached.
4595, para,61, ?, PU, A propósito sr. secretario... ¿no tenía Ud. dos habitaciones para alquilar?, ... Father also sent ten flasks of cider...
4596, para,6, to, PU, No es para asombrarse que a este extraño día siguiera una noche extraña., I'll move in later today if that's OK with you.
4605, para,54, ?, PU, ¿Podría yo... - si no es demasiado... - sería posible para mí... este.. - llevarla a su casa?, I've inspected all the lady employees - and not one of them has 'IT'!
4608, para,46, ?, PU, Cada noche en USA 18 millones de rubias se preparan para cenar con caballeros., Toodles is hungry.
4610, para,14, ?, PU," Preguntemosle para que nos diga algo sobre ""ESO"".", I don't know - but isn't she attractive?
4622, para,20, ?, PU, Betty era muy pobre para renunciar al trabajo - y muy orgullosa para quedarse. - ¡Asi que renunció!, I'll buy you diamonds - clothes - everything you want -
4624, para,17, ?, PU, Esta es la broma para ti Tú irás a comprarlas para mi., He thought it was mine?
4627, para,22, ?, PU, Oh Monty ¿llego tarde para el té?, Monty who is Miss Van Cortland?
4630, para,9, ?, PU, Ella era para la esperanza invencible de un pueblo oprimido el símbolo mismo de la patria y los jóvenes polacos la amaban con toda su alma, Baron Kempelen:
4632, para,30, to, PU, Dotado de un especial talento para la mecánica, Catherine had created a mixed regiment and selected as colonel Count Boleslas Vorowski to lead it
4634, para,54, ?, PU, En el palacio Vorowski los criados y campesinos se preparan para festejar el cumpleaños de su joven ama, In the opinion of all only one man had any chance of winning at chess against Boleslas Vorowski. This was Major Nicolaieff
4638, para,10, ?, PU, Prepárate para venirte esta noche conmigo., PROCLAMATION
4639, para,159, for, PU, Los emisarios del rey localizaron al barón de Kempelen en el momento en el que después de una gira triunfal se aprestaba a pasar a Alemania con Sophie y Wanda para exhibir a su prodigioso autómata, Tsarina of All Russia whoever gives information on the whereabouts of the traitorous and treacherous Boleslas Vorowski will receive a hundred thousand rubles.
4643, para,18, to, PU, Además decido que para concluir alegremente las fiestas del Carnaval mañana al amanecer después del baile...," My cousin Stanislas has told me of the many wonders of your ""Chess Player"" ..."
4649, para,27, ?, PU, El negativo B se pudo usar para el mercado alemán., ... And yet so far!
4650, para,33, ?, PU, La copia del MoMA sirvió en 2015 para la numeración en 2K a partir de los intertítulos alemanes del dossier de censura., ...
4661, para,28, ?, PU, -- ¡Estás demasiado cansado para viajar!, Who your husband?
4676, para,26, ?, PU, ¿Quién te ha dado permiso para bailar con ella?, Bull Weed's our best friend isn't he?
4678, para,20, ?, PU, El comité te espera para coronarte 'Reina del baile'., Them's orders!
4688, para,32, ?, PU, El Rey funda la Orden del Cisne para eliminar la miseria y la pobreza del mundo., How do you think ... as well as all of us ...
4689, para,102, ?, PU, y sabemos con nosotros y mis caballeros cuando les proponemos mandar de inmediato una misión a África para la educación cristiana y temerosa de Dios de los negritos., Don't you recognize me Moritz?
4690, para,104, to, PU, Aquí en el pueblo hay un juzgado más terrible que otros más lejanos donde no necesitan dictar sentencia para quitarte quitarte la vida., We can devour the manufacturers ... who ar swimming in grease up to their necks!
4696, para,46, to, PU, ¡He mandado enganchar su coche sr. Dreissiger para no perder tiempo!, Here in the town There is a court
4712, para,45, to, PU, Una noche se reunieron los miembros del Club para celebrar el regreso de su meritísimo miembro Robert Jackson tras diez años de ausencia en Sudamérica., Julie would come back to me ...
4716, para,53, to, PU, La bailarina Anita de Moran tenía un motivo especial para no perder de vista esa noche al Circo Beely., I sincerely rejoice to be among my old friends after all this time.
4717, para,37, ?, PU, ¿Puedo dejarle mi número de teléfono para cualquier cosa?, Anita Moran ...
4723, para,76, ?, PU, En medio de los artistas y el personal podré moverme sin llamar la atención para investigar al criminal., Then ... Adieu!
4724, para,40, for, PU, Éste es el gerente que contrató Jackson para el Circo Beely., He waited in vain on that day for a visit from his partner and friend.
4727, para,39, ?, PU, Peel aprovecha cualquier momento libre para buscar el documento., Dr. Oskar Waldow was one of the ophthalmologists most requested ...
4732, para,31, ?, PU, Póngase cómodo yo tengo que prepararme para la segunda función., Ah Mr. Bull ... we've not spoken but we are terribly hungry.
4734, para,10, for, PU, Trabajaba para la gran casa Paquin que a pesar de sus elevados precios pagaba miserablemente a los empleados., Letter of Credit to Robert Jackson for $ 500000 -
4741, para,43, ?, PU, Permita que le regale una entrada de palco para el Palace., THE COFFEES A number representing all the coffees in the world:
4743, para,56, to, PU, Perdone señorita pero le sería mejor probarse un zapato para el paseo de los domingos., Return it tomorrow morning.
4745, para,22, ?, PU, Señorita recuerde que para triunfar en el teatro se necesitan tres cosas:, The shoe won't fit.
4746, para,60, ?, PU, Le agradeceríamos enormemente que pasase por nuestro despacho para discutir un posible contrato con nuestro teatro., She cannot live without me!
4750, para,19, ?, PU, No necesito flores para acordarme de todo lo que le debo a su leal amistad., THE MADNESS OF PARIS Folies Bergère company
4753, para,23, ?, PU, Hay que salir de noche para buscar la raíz., I will not leave without you.
4758, para,41, ?, PU, Porque así abrimos una nueva posibilidad para el estudio de la humanidad., I love you so much!
4760, para,61, per, PU, Mientras la administración de la prisión procuraba el hombre para el profesor, During my studies I have found the legend of the mandrake and now I look at this old superstition scientifically.
4761, para,20, from, PU, Franz Braun buscaba para su tío la mujer ideal que necesitaba para su experimento., We know the wind carries pollen from flower to flower ... without any will without a certain goal.
4769, para,17, ?, PU, Debes hacer algo para impedir que lo destroce todo., She can not come home without a hat.
4774, para,27, ?, PU, Dos billetes en coche-cama para el tren a Viena!, THE DEVIOUS PATH
4778, para,55, ?, PU, Los intertítulos prohibidos en 1927 fueron completados para la edición de este DVD con una tipografía neutra., Thomas!
4779, para,23, to, PU, El material de partida para la reconstrucción digital fue una copia de 35 mm del Bundesarchiv-Filmarchiv de Berlín completada con ayuda de material en 16 mm de la Deutsche Kinemathek., And when are we going to marry?
4783, para,52, to, PU, ¿Puedo solicitar que se me conceda una nueva casaca para la fiesta de la paz?, Now it'll soon be back to mummy!
4790, para,25, to, PU, ...hubiera ido con gusto para asistir a vuestra boda si mi gota no me lo hubiera impedido., I want to teach my subjects a double feat to save money and to earn money at the same time.
4791, para,42, to, PU, Transcurre un año de trabajo sin descanso para la reconstrucción de Prusia., In summer Friedrich leaves on an inspection tour.
4792, para,38, for, PU, Las plantas siderúrgicas no están ahí para fundir bombas eternamente., You mustn't fall on your knees before me.
4795, para,26, for, PU, Nombra al conde de Launay para que según el modelo francés introduzca en Prusia los impuestos especiales., The same month Friedrich founded the Bank for Giro and Discount of Berlin.
4797, para,52, ?, PU, No se imagine Ud. que continuo este matrimonio sólo para garantizarle un heredero al trono., Couldn't His Royal Highness exert some influence ...
4799, para,84, ?, PU, El caporal Lemke del Regimiento Ramin una vez que se ha probado su falta de aptitud para el servicio asumirá la plaza vacante de maestro escuela de Bornstedt., I can't rid myself of my father.
4800, para,55, to, PU, Majestad el Rey de Prusia ha tendido a Austria su mano para la reconciliación., I beg Your Majesty's pardon if those brats had found out that there exists someone with higher authority I wouldn't be able to keep them in check.
4803, para,82, ?, PU, Mis últimos deseos en el instante en el que voy a exhalar mi último suspiro serán para la felicidad de mi Imperio., Your Majesty the King of Prussia has offered Austria a reconciliation.
4810, para,14, ?, PU," Valió la pena para estar cerca de ti"".", Shut up or it'll be your coffin!
4811, para,25, ?, PU," Le revisaré los reflejos para ver si es tonto"".", The Big Sea Lion!
4821, para,23, because, PU, ¡Están todos esperando para darte una gran recepción!, Don't leave me because of me.
4831, para,17, ?, PU, ¡Ese no es sitio para llevar a una dama!, Pick up that waste!
4840, para,21, ?, PU, ¿Me das un minuto... para acostumbrarme Bill?, I warned you!
4843, para,80, for, PU, Y supongo que esperas que te de las gracias... por ser lo suficientemente decente para hacerme tu esposa., I shot him an' nobody else is goin' to get the credit for it.
4851, para,19, to, PU, ¿No tienen pelucas para la Revolución Francesa?, Mr. Golikov the laundry is done. May I go out tonight?
4853, para,14, ?, PU, ¡La eligieron para el Soviet!, ¡You're leaving this home right now!
4854, para,58, ?, PU, La noticia de que la doméstica de los Golikov era elegida para el Soviet... les cambia a éstos su posición social., Eyes searching the morning light.
4855, para,23, for, PU, Toda la escalera se prepara para recibir a Paranya., ¡Everybody to take part in the election for the Soviet of Moscow!
4858, para,42, for, PU, El santo matrimonio es una apisonadora preparada... para aplastar la esperanza de un hombre y la alegría de una mujer, compensation for untimely dismissal...
4859, para,16, to, PU, Necesito tiempo para hacerme a la idea Minta pero pronto seré un solitario, ¡In spite of the blows you'll be able to sit down yet!
4862, para,3, per, PU, es para el desayuno nupcial?, Does he find .Qué Thirza Tapper?
4868, para,10, to, PU, Es triste para nosotros los hombres que se arrastre sombrero en mano... ¡sólo para que sus pesares sean objeto de risas!, Their problem is that it delights him/her to get dressed like a young boy
4869, para,18, ?, PU, Eso es suficiente para debilitar su fe en todas nosotras, We draw crisscross hearts.
4870, para,8, ?, PU, Y ahora para que se note el cambio debes transformarte en este instante, I have made many errors Minta but it is still something good in me
4871, para,57, to, PU, He oído hablar de tu triste historia Samuel y tengo algo para ti... digno manjar tanto para una fiesta como para un funeral, I will be proud of undertaking it Samuel to undertake it with trust and it thrills
4874, para,52, to, PU, -- ¿Crees que te he mantenido estudiando en Uppsala para que seas barbero?, I would like to see it
4878, para,7, to, PU, Tónico para el cabello de Sophie Svensson., Midsummer's eve in the small Swedish coastal town Salthamn.
4880, para,13, ?, PU, - - Tonto es para el cabello..., Most interesting - but I am in a hurry -
4881, para,26, ?, PU, -- ¡Su maravilloso tónico para el cabello me ha hecho diez años más joven!, DANGER EXPLOSIVES!
4882, para,18, for, PU, - - Soy rica como para comprarle cualquier cosa pero un rey..., You fool - it's for the hair...
4885, para,9, ?, PU, - - Pero para dar un golpe de Estado se necesitan tres cosas..., And this time it will cost him even more - right?
4887, para,53, to, PU, Ayer dijiste que no podías comprar una corona de rey para la señorita Astrid ¡pero hoy puedes!, Yesterday bobbed today shingled - and still not satisfied!
4890, para,29, ?, PU, Pero ¿no soy demasiado joven para casarme?, Let me guess one of them: money...
4893, para,44, ?, PU, Y les dimos a cada uno un príncipe heredero para criar., - Nickolo!
4898, para,40, ?, PU, Me fui a trabajar al astillero... ¡sólo para estar cerca de Anna!,  Long ago so long!
4905, para,11, ?, PU, - - Brindo para que en dos semanas..., He was a jolly organ grinder!
4907, para,13, for, PU, Preparándose para el día solemne., - Work for me and get a good ration.
4918, para,45, ?, PU, Él es muy peligroso y ella lo bastante guapa para merecer mi atención personal., I'm your pal ...
4920, para,21, ?, PU, ¡No hace falta valor para enviar a otros a luchar y morir!, The revolutionists have intercepted most of our supplies.
4921, para,43, for, PU, ¡S.A. Imperial se os necesita urgentemente para despachar órdenes!, Why aren't you in uniform?
4925, para,30, ?, PU, ¡No sacrificaré a mis hombres para entretener al Zar!, HIS MAJESTY THE CZAR WILL VISIT YOUR HEADQUARTERS   THIS AFTERNOON TO INSPECT THE TROOPS
4927, para,26, ?, PU, Correría cualquier riesgo para evitar un sacrificio innecesario., Have a division deloused and re-equipped... and send it here immediately!
4931, para,40, ?, PU, Un grupo de oscuros personajes se reúne para decidir el destino de Rusia., Aren't you taking a terrific risk in defying the Czar's wishes?
4932, para,86, to, PU, El tren Nº 476 que transporta al Gran Duque Sergius Alexander y a su equipo ha salido para el frente., I would take any risk to prevent a needless sacrifice.
4936, para,29, because, PU, ¡Le colgaremos en Petrogrado para que lo vea todo el mundo!, I suppose it was because I couldn't kill ... anyone   who loves Russia as much as you do!
4937, para,30, ?, PU, ¡Parece un anuncio de jarabes para la tos!, The greatest man in Russia  greatest even than the Czar!
4942, para,11, for, PU, Suficiente para volverse loco., The command is forward ...
4944, para,2, ?, PU, Y para lo que he trabajado bien podría haber estado cerrado todo el día., Great.
4945, para,43, ?, PU, He estado en Nueva York lo suficiente como para saber que yo debo estar donde pueda hacer algo., - Eh not much.
4955, para,13, for, PU, Trabajé duro para tener éxito en todo., but I cannot afford to risk it.
4959, para,9, ?, PU, Entradas para el teatro. Aquí pueden comprarlas., My son's been telling me of the wonderful proposition.
4960, para,9, ?, PU, Entradas para el teatro., And I think a young fellow like Eddie will do great.
4966, para,18, per, PU, Llegarás a tiempo para el espectáculo., - Did you see tonight's paper?
4968, para,19, ?, PU, Mi padre me la dio para practicar cuando era un chaval., You don't know Hawk like I do.
4970, para,7, ?, PU, Saldré para sentarme en primera fila., - Hello.
4981, para,45, to, PU, No hablabas así eso cuando querías el dinero para administrar este garito., Well I can't I have to hurry.
4983, para,23, to, PU, Sí y va a ser muy duro para el tipo que lo hizo., I have important business to attend to.
4996, para,26, ?, PU, Tengo pruebas suficientes para enviarte a la silla., Now Eddie looks like I caught up with you don't it?
32, por,10, ?, POR FAVOR, una copia por favor., A copy please.
40, por,34, to, POR FAVOR, Reddington necesito que me llames por favor., Reddington I need you to call me please.
58, por,6, ?, POR FAVOR, ¡Esto por favor!, This please!
193, por,0, for, POR FAVOR, Por favor acepte mis humildes disculpas por molestarle en este momento..., Please accept my humble apologies for disturbing you at such a time...
444, por,9, ?, POR FAVOR, Acéptelo por favor., Please enjoy it.
686, por,14, ?, POR FAVOR, Si es posible por favor déjame usar el resto de mi vida la botella para disculparse., If I could please let me repent of and atone forâ¦ -Bottle. -Bottle.
714, por,4, ?, POR FAVOR, Ven por favor., Please come.
718, por,9, ?, POR FAVOR, ¡Circule por favor!, Keep walking please!
719, por,30, ?, POR FAVOR, Enséñeme alguna documentación por favor., Let me see some identification please.
787, por,8, to, POR FAVOR, Póngame por favor con el director., Please call the director to the telephone.
831, por,26, ?, POR FAVOR, ¿Qué te pasa? ¡Ven a casa por favor!, What's wrong with you?
868, por,20, ?, POR FAVOR, ¿La señorita Claire por favor?, Mlle Claire please?
1059, por,9, ?, POR FAVOR, ¡A Tirol por favor!, To Tyrol please!
1214, por,12, ?, POR FAVOR, Sin embargo por favor os ruego Soy el único hombre aquí., But please ignore me I must espouse / For I am but a husbandly spouse.
1535, por,5, ?, POR FAVOR, pero por favor no vuelva aquí, But don' t come here any more.
1574, por,19, to, POR FAVOR, ¿Podría arrestarme por favor?, Will you see to arresting me please?
1582, por,40, to, POR FAVOR, Leon nos casaremos en secreto el martes por la noche por favor encárguese de prepararlo., Leon we're to be married secretly Tuesday evening -  please make all the arrangements.
1616, por,22, ?, POR FAVOR, - ¡Un poco de respeto por favor!, - A little respect!
1674, por,1, ?, POR FAVOR, ¡Por favor por favor no!, Please! Please don't!
1787, por,11, to, POR FAVOR, - - Babbie por favor no te burles de mí cuando trato de ser serio., Babbie please don't tease me when I'm trying to be serious.
1798, por,11, ?, POR FAVOR, - - Hendry por favor lee la acusación., Read the charge Hendry.
1822, por,13, ?, POR FAVOR, Señora salga por favor. La están buscando., My lady come out please.
1827, por,9, ?, POR FAVOR, Abrázala por favor padre., Father embrace her please.
1829, por,17, ?, POR FAVOR, Como no puedo ir por algunos motivos por favor llévelos., As I can't go please take them.
1830, por,10, ?, POR FAVOR, Di que sí por favor., Say yes please.
1842, por,0, for, POR FAVOR, Por favor excúseme por hoy., If you'll excuse me for the rest of the day
1983, por,23, ?, POR FAVOR, Llévame contigo Josiah por favor no me dejes aquí sola., Take me with you Josiah - please don't leave me here alone.
2061, por,81, ?, POR FAVOR, Si los que tienen esos asientos están de acuerdo en participar en un experimento por favor que se levanten., All right; 64 and 12.
2157, por,13, to, POR FAVOR, ¡Oh doncella por favor ten piedad de mí una pobre mujer que tiene que mendigar de puerta en puerta!, Oh maiden please have mercy on me a poor woman who has to go begging from door to door!
2267, por,10, ?, POR FAVOR, Su boleto por favor, Fare please.
2284, por,14, ?, POR FAVOR, ¡Perdóneme... por favor... un parecido increíble...!, Forgive me... please... an almost unbelievable resemblance...
2286, por,9, to, POR FAVOR, ¡Así que por favor no te metas en mis negocios!, be so good as not to interfere with my business affairs!
2322, por,5, ?, POR FAVOR, John por favor...!, John please...!
2365, por,5, ?, POR FAVOR, Pero por favor no se preocupe un joven así..., But please don't worry...a young man like that...!
2370, por,8, ?, POR FAVOR, Ayúdame por favor..., Please help me...
2373, por,36, ?, POR FAVOR, ¡Ten piedad de tu madre y perdónala por favor!, Please have pity on your mother and forgive her!
2390, por,19, for, POR FAVOR, ¡Espera un momento por favor y sé paciente cualquier emoción puede ser mala para él!, Please wait a moment and be patient; any excitement might be bad for him!
2419, por,23, ?, POR FAVOR," y tenemos el ""Responda por favor"" del rey."," And we have the ""Respond please"" of the king."
2498, por,0, for, POR FAVOR, Por favor por favor contribuyan también con lo suyo para que puedan salvarse muchos niños huérfanos y contribuyan todos a los señores de nuestra institución que entre Uds. están recogiendo para nosotros con todo lo que puedan Hoy aún somos pequeños, Please please do contribute as many orphaned children like me can still be rescued. And give as much as you can to the men of our charity who want to collect for us.
2512, por,4, ?, POR FAVOR, ¡No por favor!, No please!
2521, por,9, ?, POR FAVOR, ¡Hermano por favor!, Brother please!
2527, por,15, ?, POR FAVOR, Tú también ven por favor., You too please come.
2535, por,6, ?, POR FAVOR, Padre por favor..., Father please...
2673, por,11, ?, POR FAVOR, Léame esto por favor., Read This Please. *
2704, por,54, ?, POR FAVOR, - Daría el mundo si pudiera llevarte pero no puedo... por favor cariño sé razonable., but I cannot... please darling... be reasonable.
2826, por,11, for, POR FAVOR, Mikisaburo por favor perdóname por lo que he hecho., Mikisaburo please forgive me for my sin.
2827, por,11, ?, POR FAVOR, Mikisaburo por favor..., Mikisaburo please....
2952, por,5, ?, POR FAVOR, - No por favor., - No please!
3120, por,71, to, POR FAVOR, Estoy convencido de que no soy el médico adecuado para tratar su caso. Por favor consulte a otro., I am convinced that I am not the right physician to treat your case so please consult another.
3217, por,29, ?, POR FAVOR, ¿Me podría mostrar su perfil por favor?, Could you show me your profile please.
3219, por,44, ?, POR FAVOR, Crees que podrías darme el look de un poeta por favor., Do you think you could give me the allure of a poet.
3225, por,8, ?, POR FAVOR, Te pido por favor que sepas perdonarme., Please will you forgive me.
3317, por,12, ?, POR FAVOR, Se lo ruego por favor tomen mi taxi., I beg of you please take my cab.
3318, por,26, ?, POR FAVOR, - - Antes de que se vayan por favor acepten una copa de champán., Before you go please do me the favor of accepting a glass of champagne.
3483, por,22, ?, POR FAVOR, Lleva este cubo abajo por favor., Take this bucket down please.
3533, por,2, ?, POR FAVOR, Y por favor sentíos orgullosos de ser agricultores., Please love our land. And please be proud of being a farmer.
3535, por,6, ?, POR FAVOR, Señor por favor dígale lo que siento., Sir please tell him what I feel.
3561, por,42, ?, POR FAVOR, Paulo mantener la calma y No te preocupes por favor, Paolo calm down and don't worry.
3568, por,21, ?, POR FAVOR, de hecho ven conmigo por favor, - Then come with me.
3599, por,31, to, POR FAVOR, si lo ves le dirá que al mirar por favor?, If you see him tell him I called. - Did you speak to Matteo?
3611, por,36, ?, POR FAVOR, fuera de aquí les digo vamos a ir s por favor ayúdame, Let's go Paolo. Paolo please. Help me.
3612, por,45, for, POR FAVOR, Tengo muchos deseos de verlo durante 2 horas por favor, I just want to see him for 2 hours please. Okay I'll try.
3661, por,63, ?, POR FAVOR, estás loco hable más despacio esto es lo que dicen Me temo que por favor vaya a, - You're nuts don't shout. You're doing exactly what I was afraid you'd do! - Get out.
3662, por,11, ?, POR FAVOR, Yo me vaya por favor!, Please get out!
3664, por,3, to, POR FAVOR, Ir por favor dormir buenas noches, Please go to sleep. Goodnight.
3665, por,9, for, POR FAVOR, sí estoy por favor espere, - Here I am sorry for the wait. - No problem.
3669, por,11, to, POR FAVOR, Respóndeme por favor ¿Estás listo para vivir conmigo?, - Are you ready to live with me?
3678, por,15, to, POR FAVOR, Soy como cavar por favor hágamelo sólo a mí déjame pensar, I am what I fucking am! Sorry. I need to be alone to think.
3683, por,17, ?, POR FAVOR, dime lo que pasó por favor?, Please tell me what happened.
3832, por,10, to, POR FAVOR, ¡No puedo por favor perdóneme!, What am I to do... Please forgive me.
3837, por,10, ?, POR FAVOR, La cuenta por favor., The bill please.
3840, por,14, ?, POR FAVOR, Ochio una más por favor., Ochio I'd like one more if you please.
3844, por,7, ?, POR FAVOR, Espera por favor., Please wait.
3847, por,3, ?, POR FAVOR, No por favor., Please. No.
3848, por,14, ?, POR FAVOR, ¡No me toques por favor!, Please don't touch me.
3849, por,3, ?, POR FAVOR, No por favor., Please. No.
3876, por,0, for, POR FAVOR, Por favor tenga compasión por esta pobre pareja de vagabundos., Please have some compassion for a poor wandering couple.
3908, por,7, ?, POR FAVOR, - Mamá por favor..., Mom please...
4010, por,18, ?, POR FAVOR, Eres tan sensible por favor comprende... es el único recuerdo de una persona que amé., You're so sensitive please understand... This is my only memory of a person I loved.
4119, por,19, ?, POR FAVOR, Quisiera un empleo por favor., I'd like a job please.
4121, por,9, ?, POR FAVOR, Ayuda... por favor... un león..., Help... please... a lion...
4165, por,15, ?, POR FAVOR, ¡Aprisa chicos por favor!, Hurry boys please!
4200, por,5, ?, POR FAVOR, Pero por favor no preguntes., But please do not ask.
4312, por,9, ?, POR FAVOR, - ¡Firme por favor!, – Sign please!
4331, por,13, ?, POR FAVOR, ¿Qué hora es por favor?, What's the time please?
4338, por,12, to, POR FAVOR, Conservadlo por favor para que os acordéis de mí., Keep it please to remember me by.
4353, por,6, ?, POR FAVOR," Layne por favor no me obligues a quedarme ahí con esas... mujeres"".",  Layne please don't make me stay in there with those ... women ...
4449, por,18, to, POR FAVOR, -- ¡Un violinista por favor!, Yes I am promised to Dr. Grednitz kind of a heartbreaker. 2. 3. 4
4464, por,9, ?, POR FAVOR, Nada más por favor sólo un poco de pan con mantequilla... y un vaso de leche., Me too I love blondes as the Avenger.
4471, por,15, ?, POR FAVOR, Llévame a casa por favor., And it's a Tuesday night!
4519, por,12, ?, POR FAVOR, ¡Mi cartera por favor sr. ingeniero!, Give back the ring and the money!
4620, por,18, ?, POR FAVOR, Cancele mis citas por favor., Betty I'm crazy about you -
4677, por,4, ?, POR FAVOR, ¡No por favor!, They've probably pinched Mulligan by now.
4713, por,7, ?, POR FAVOR, salude por favor a Harry., Direction:
4865, por,28, to, POR FAVOR, Fruta... fruta en el jardín por favor, .Entonces prefers him to serve the plums before the ice creams?
4929, por,25, to, POR FAVOR, ¿Me trae mis cigarrillos por favor?, Hiss Majesty plans to visit the front tomorrow!
4939, por,7, ?, POR FAVOR, Música por favor. El himno nacional ruso., Get the extra people on the stage!
4954, por,20, to, POR FAVOR, Mamá dame el dinero por favor., Eddie dear I'm willing to give you anything... anything in the world
4989, por,17, for, POR FAVOR, ¡Escúchame Eddie por favor!, If they don't find him it will cinch everything for us.
28, por,49, to, POR DIOS, Si me dices que sea paciente una vez más te juro por Dios..., If you tell me to be patient one more time I swear to God...
118, por,21, to, POR DIOS, Pero siendo avisados por Dios en un sueño para que no volvieran a Herodes regresaron a su tierra por otro camino., And since they had been dreamed in a dream that they should not return to the world He returned the other way to his country.
933, por,21, to, POR DIOS, ¡Me has sido enviada por Dios Elsalill!, God himself has sent you to me Elsalill!
1362, por,60, to, POR DIOS, Yo no tengo nada que ver con los dos asesinatos... ¡Lo juro por Dios! ..., I had nothing to do with the two murders... so help me God...
2262, por,92, that, POR DIOS, Luego encontré anotado que los vampiros sólo obtienen su poder sombrío de la tierra maldita por Dios donde fueron sepultados., I found it recorded that vampyres can only draw their shadowy strength from the accursed earth in which they were buried.
4112, por,8, ?, POR DIOS, Oh vaya por Dios... sí..., Oh dear me... yes...
70, para,68, to, PE, Los astrónomos salen y están encantados con el paisaje que es nuevo para ellos., The astronomers get out and are delighted at the landscape which is new to them.
258, para,70, to, PE, Como gran alivio la gran duquesa nota que el muerto es un desconocido para ella, To her great relief the grand duchess saw that the dead man was unknown to her.
324, para,24, to, PE, Vuestra vida es sagrada para mí., Your life is sacred to me.
325, para,21, to, PE, Esta vida es sagrada para mí., This life is sacred to me.
1247, para,68, to, PE, - - Tu corazón es como el de alguien que es un completo desconocido para nuestro pueblo. ¡Ay de ti!, Your heart is like that of someone who is a complete stranger to our people...
13, por,7, ?, ME, - Transporte por tierra ha sido arreglado., - Ground transport's been arranged.
2042, por,56, to, ME, A partir de hoy no estoy para nadie ni personalmente ni por teléfono., As from today I am not available to anyone neither personally nor by telephone
2055, por,3, that, ME, ¿Y por qué me dijo por teléfono que los señores estaban de viaje?, hen why did you tell me on the telephone that the Master and Mistress had gone away?
3126, por,31, for, ME, Ven arriba... y pide otro taxi por teléfono., Come upstairs... and phone for another taxi.
3257, por,54, ?, ME, Señor de la vida y del terror muestra tu poder y echa por tierra a esta chica y a su falso dios, Lord of life and terror show your power and miss by land this girl and its false god
3329, por,30, to, ME, - - Tu padre no me lo propuso por teléfono., Your father didn't propose to me by telephone.
3621, por,44, ?, ME, Estoy muy satisfecho con lo que me dijo hoy por teléfono por lo que está bien y, What you said on the phone made me very happy. - Take care. - You too.
4611, por,16, to, ME, Ah ¡debo llamar por teléfono!, Let's ask her to tell us something about 'IT'.
4715, por,7, ?, ME, Llaman por teléfono al sr. Peel de parte del sr. Jackson., 1st.
1106, por,20, because, IT, No yo ERA el editor porque mi gaceta va a aparecer por última vez., No I WAS the editor because tomorrow my gazette will appear for the last time.
3, por,19, ?, IT, Estarás en América por la mañana., You'll be in America by morning.
185, por,16, to, IT, Querida Condesa por favor mantened la promesa que me habeis hecho de encontrarnos mañana por la tarde en el lugar acostumbrado., Dear Countess please I beg you to keep your promess to meet tomorrow afternoon in the usual place.
409, por,13, to, IT, Venga mañana por la tarde al Café Kaiser., Come tomorrow afternoon to Cafe'Kaiser.
628, por,8, ?, IT, ¡Mañana por la mañana lo haré hablar con Ud.! , Tomorrow morning I will speak further with you!
736, por,31, ?, IT, ...los espero a los dos mañana por la mañana en el ensayo..., I'll be expecting the both of you at tomorrow morning's rehearsal.
820, por,37, to, IT, Debo tomar el tren a San Petersburgo por la mañana., I must go take the train to St. Petersburg in the morning.
870, por,25, ?, IT, Sois mis testigos Mañana por la mañana a las 9..., You are my witnesses... Tomorrow morning at 9 o'clock.
1073, por,35, to, IT, Si su barco no se fuera tan pronto por la mañana podría llevarle ante Nung-Chiang, If your ship didn't leave so early in the morning I could take you back to Nung-Chiang
1166, por,32, to, IT, ¡No olvide engrasarla dos veces por semana!, Don't forget to oil her twice a week!
1265, por,11, ?, IT, El domingo por la tarde., Sunday afternoon.
1516, por,11, ?, IT, Un domingo por la tarde vio que llegaba uno de los inspectores de Bergsana., One Sunday afternoon he saw one of the inspectors from Bergsana drive by.
1569, por,86, ?, IT, El Sr. Don Bertie Van Alstyne la esperanza y el orgullo de su padre desayuna temprano por la tarde., Bertie Van Alstyne Esquire his father's hope and pride breakfasts early -- in the afternoon.
1673, por,13, to, IT, Iré a Belden por la mañana., I'll go to Belden in the morning...
1866, por,17, to, IT, En el monótono sopor de la desesperación por la mañana vuelve el deseo de vivir., Through the dull slumber of despair. Until morning tempts back. A desire to live.
2299, por,21, ?, IT, De acuerdo... mañana por la tarde..., Agreed then... tomorrow night...
2553, por,2, ?, IT, Y por la tarde nada..., And in the afternoon nothing ...
